uid,institution,institution_short,sector,country,iso3,region,n_authors_here,year,primary_domain,is_singapore
doi:10.1016/j.bj.2026.101033,Sengkang General Hospital,SKGH,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1016/j.vaccine.2026.128513,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1039/d6tb01365a,"Agency for Science, Technology and Research",A*STAR,research_institute,Singapore,SGP,Southeast Asia,4,2026,amr_hai,1
doi:10.1039/d6tb01365a,Experimental Drug Development Centre,EDDC,research_institute,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1016/j.ijbiomac.2026.153475,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,3,2026,amr_hai,1
doi:10.1177/10872914261423775,University of Malaya,UM,university,Malaysia,MYS,Southeast Asia,10,2026,sti,0
doi:10.1177/10872914261423775,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1016/j.ijid.2026.109062,Bioinformatics Institute,BII,research_institute,Singapore,SGP,Southeast Asia,4,2026,rti,1
doi:10.1016/j.ijid.2026.109062,"Agency for Science, Technology and Research",A*STAR,research_institute,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.ijid.2026.109062,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,rti,1
doi:10.1016/j.mmcr.2026.100815,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,5,2026,rti,1
doi:10.1016/j.mmcr.2026.100815,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1111/jcmm.71143,Harvard University,Harvard,university,Botswana,BWA,Africa,4,2026,sti,0
doi:10.1111/jcmm.71143,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1007/s00210-026-05627-9,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1016/j.ijbiomac.2026.153190,Woodlands Health,WH,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1128/aac.01561-25,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1016/j.ebiom.2026.106290,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,13,2026,vector_borne,1
doi:10.1016/j.ebiom.2026.106290,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,9,2026,vector_borne,1
doi:10.1016/j.ebiom.2026.106290,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,5,2026,vector_borne,1
doi:10.1016/j.ebiom.2026.106290,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1016/j.eclinm.2026.104163,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.eclinm.2026.104163,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.eclinm.2026.104163,KK Women's and Children's Hospital,KKH,hospital,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1097/bot.0000000000003199,Johns Hopkins University,JHU,university,United States,USA,North America,2,2026,amr_hai,0
doi:10.1097/bot.0000000000003199,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.47102/annals-acadmedsg.2025321,Communicable Diseases Agency,CDA,government,Singapore,SGP,Southeast Asia,5,2026,tb,1
doi:10.47102/annals-acadmedsg.2025321,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.47102/annals-acadmedsg.2025321,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1017/ash.2025.10149,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,18,2026,amr_hai,1
doi:10.3390/pathogens15040437,KK Women's and Children's Hospital,KKH,hospital,Singapore,SGP,Southeast Asia,6,2026,vector_borne,1
doi:10.3390/pathogens15040437,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,4,2026,vector_borne,1
doi:10.3390/pathogens15040437,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1016/j.jhin.2026.08.011,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,4,2026,amr_hai,1
doi:10.4103/singaporemedj.smj-2025-222,KK Women's and Children's Hospital,KKH,hospital,Singapore,SGP,Southeast Asia,16,2026,rti,1
doi:10.4103/singaporemedj.smj-2025-222,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,22,2026,rti,1
doi:10.4103/singaporemedj.smj-2025-222,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,11,2026,rti,1
doi:10.1126/sciimmunol.adz5647,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2026,vector_borne,1
doi:10.1126/sciimmunol.adz5647,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1093/jimmun/vkag189,"Agency for Science, Technology and Research",A*STAR,research_institute,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1093/jimmun/vkag189,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,1,2026,rti,0
doi:10.3390/antibiotics15070671,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.3390/antibiotics15070671,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.3390/antibiotics15070671,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1080/21505594.2026.2711530,University of Malaya,UM,university,Malaysia,MYS,Southeast Asia,2,2026,vector_borne,0
doi:10.1080/21505594.2026.2711530,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1080/21505594.2026.2711530,A*STAR Infectious Diseases Labs,ID Labs,research_institute,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1001/jamadermatol.2026.0308,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,8,2026,sti,1
doi:10.1001/jamadermatol.2026.0308,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,10,2026,sti,1
doi:10.1001/jamadermatol.2026.0308,National Cancer Centre Singapore,NCCS,hospital,Singapore,SGP,Southeast Asia,2,2026,sti,1
doi:10.1001/jamadermatol.2026.0308,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1001/jamadermatol.2026.0308,National Skin Centre,NSC,hospital,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1038/s44528-026-00009-2,University of Cambridge,Cambridge,university,United Kingdom,GBR,Europe,2,2026,rti,0
doi:10.1038/s44528-026-00009-2,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2026,rti,1
doi:10.1038/s44528-026-00009-2,Oxford University Clinical Research Unit,OUCRU,research_institute,Indonesia,IDN,Southeast Asia,1,2026,rti,0
doi:10.1038/s44528-026-00009-2,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2026,rti,0
doi:10.1038/s44528-026-00009-2,Johns Hopkins University,JHU,university,United States,USA,North America,1,2026,rti,0
doi:10.1038/s44528-026-00009-2,University of Hong Kong,HKU,university,China,CHN,East Asia,2,2026,rti,0
doi:10.1038/s44528-026-00009-2,University of Melbourne,Melbourne,university,Australia,AUS,Oceania,2,2026,rti,0
doi:10.1038/s44528-026-00009-2,Mahidol University,Mahidol,university,Thailand,THA,Southeast Asia,1,2026,rti,0
doi:10.1038/s44528-026-00009-2,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,1,2026,rti,0
doi:10.1016/j.idm.2026.03.002,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2026,sti,1
doi:10.1016/j.ijid.2026.108545,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,5,2026,tb,1
doi:10.1016/j.ijid.2026.108545,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1016/j.mib.2026.102764,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1016/j.ssmmh.2026.100615,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1099/mgen.0.001745,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1099/mgen.0.001745,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1099/mgen.0.001745,Singapore Food Agency,SFA,government,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1099/mgen.0.001745,Mahidol University,Mahidol,university,Thailand,THA,Southeast Asia,1,2026,amr_hai,0
doi:10.1177/20584601261418668,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,5,2026,tb,1
doi:10.1371/journal.ppat.1014287,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,2,2026,vector_borne,0
doi:10.1371/journal.ppat.1014287,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1371/journal.ppat.1014287,Singapore Immunology Network,SIgN,research_institute,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1371/journal.pcbi.1014355,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,3,2026,vector_borne,1
doi:10.1371/journal.pcbi.1014355,Environmental Health Institute,EHI,government,Singapore,SGP,Southeast Asia,3,2026,vector_borne,1
doi:10.1371/journal.pcbi.1014355,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.3389/fcimb.2026.1847443,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.3390/v18030283,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,2,2026,sti,1
doi:10.3390/v18030283,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,sti,1
doi:10.1039/d6ra04008j,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1128/mbio.01474-26,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,5,2026,other_id,1
doi:10.1128/mbio.01474-26,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1016/j.jhin.2026.03.037,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1016/j.jhin.2026.03.037,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1016/j.jhin.2026.03.037,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1002/jmv.71078,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1186/s13073-026-01670-6,University of Melbourne,Melbourne,university,Australia,AUS,Oceania,3,2026,tb,0
doi:10.1186/s13073-026-01670-6,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,6,2026,tb,1
doi:10.1186/s13073-026-01670-6,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,2,2026,tb,1
doi:10.1186/s13073-026-01670-6,Genome Institute of Singapore,GIS,research_institute,Singapore,SGP,Southeast Asia,3,2026,tb,1
doi:10.1186/s13073-026-01670-6,Oxford University Clinical Research Unit,OUCRU,research_institute,Viet Nam,VNM,Southeast Asia,2,2026,tb,0
doi:10.1186/s13073-026-01670-6,A*STAR Infectious Diseases Labs,ID Labs,research_institute,Singapore,SGP,Southeast Asia,4,2026,tb,1
doi:10.1186/s13073-026-01670-6,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1186/s13073-026-01670-6,Singapore Immunology Network,SIgN,research_institute,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1186/s13073-026-01670-6,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1186/s13073-026-01670-6,"Agency for Science, Technology and Research",A*STAR,research_institute,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1016/j.fm.2026.105164,National University of Singapore,NUS,university,China,CHN,East Asia,6,2026,amr_hai,0
doi:10.1016/j.lanwpc.2026.101874,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1002/jcop.70120,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,5,2026,sti,1
doi:10.1093/cid/ciag347,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2026,amr_hai,1
doi:10.1016/j.ijpara.2026.104892,A*STAR Infectious Diseases Labs,ID Labs,research_institute,Singapore,SGP,Southeast Asia,3,2026,vector_borne,1
doi:10.1016/j.ijpara.2026.104892,Mahidol University,Mahidol,university,Thailand,THA,Southeast Asia,3,2026,vector_borne,0
doi:10.1016/j.ijpara.2026.104892,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1016/j.ijpara.2026.104892,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1016/j.ijid.2026.109084,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1186/s12889-026-28672-8,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,3,2026,other_id,0
doi:10.1186/s12889-026-28672-8,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.3389/fpubh.2026.1785244,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,3,2026,rti,1
doi:10.3389/fpubh.2026.1785244,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.oret.2026.06.023,Universitas Indonesia,UI,university,Indonesia,IDN,Southeast Asia,1,2026,tb,0
doi:10.1016/j.oret.2026.06.023,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,2,2026,tb,1
doi:10.1016/j.oret.2026.06.023,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1016/j.oret.2026.06.023,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1016/j.oret.2026.06.023,Johns Hopkins University,JHU,university,United States,USA,North America,4,2026,tb,0
doi:10.3390/ijms27125573,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,3,2026,amr_hai,1
doi:10.3390/ijms27125573,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1093/jac/dkag263,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,4,2026,amr_hai,1
doi:10.1093/jac/dkag263,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,1,2026,amr_hai,0
doi:10.1093/jac/dkag263,Mahidol University,Mahidol,university,Thailand,THA,Southeast Asia,1,2026,amr_hai,0
doi:10.1093/jac/dkag263,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1186/s12889-026-26441-1,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1186/s12889-026-26441-1,University of Hong Kong,HKU,university,China,CHN,East Asia,1,2026,sti,0
doi:10.1186/s12889-026-26441-1,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2026,sti,0
doi:10.1016/j.urolonc.2026.111091,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,7,2026,tb,1
doi:10.1016/j.urolonc.2026.111091,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1016/j.urolonc.2026.111091,National Cancer Centre Singapore,NCCS,hospital,Singapore,SGP,Southeast Asia,2,2026,tb,1
doi:10.1016/j.urolonc.2026.111091,University of Hong Kong,HKU,university,Hong Kong SAR,HKG,East Asia,1,2026,tb,0
doi:10.1007/s11673-026-10573-5,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.3390/tropicalmed11070184,University of Malaya,UM,university,Malaysia,MYS,Southeast Asia,8,2026,vector_borne,0
doi:10.3390/tropicalmed11070184,Mahidol University,Mahidol,university,Thailand,THA,Southeast Asia,1,2026,vector_borne,0
doi:10.3390/tropicalmed11070184,A*STAR Infectious Diseases Labs,ID Labs,research_institute,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1093/aje/kwag024,Harvard University,Harvard,university,United States,USA,North America,9,2026,tb,0
doi:10.1093/aje/kwag024,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,2,2026,tb,0
doi:10.1093/aje/kwag024,US Centers for Disease Control and Prevention,US CDC,government,Pakistan,PAK,South Asia,1,2026,tb,0
doi:10.1371/journal.pntd.0014222,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,7,2026,vector_borne,1
doi:10.3892/br.2026.2154,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1016/j.ajcnut.2026.101488,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,tb,1
doi:10.3390/v18050485,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1093/jpids/piag047,KK Women's and Children's Hospital,KKH,hospital,Singapore,SGP,Southeast Asia,10,2026,amr_hai,1
doi:10.1093/jpids/piag047,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,10,2026,amr_hai,1
doi:10.1093/jpids/piag047,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,8,2026,amr_hai,1
doi:10.1093/jpids/piag047,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,8,2026,amr_hai,1
doi:10.1093/jpids/piag047,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1002/advs.75061,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2026,amr_hai,0
doi:10.1016/j.xcrm.2026.102714,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.3389/fpubh.2026.1857629,Johns Hopkins University,JHU,university,United States,USA,North America,1,2026,sti,0
doi:10.3389/fpubh.2026.1857629,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,1,2026,sti,0
doi:10.3389/fpubh.2026.1857629,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,sti,1
doi:10.1097/md.0000000000047358,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1097/md.0000000000047358,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1097/md.0000000000047358,National University Hospital,NUH,hospital,Republic of Korea,KOR,East Asia,1,2026,sti,0
doi:10.1016/j.cmi.2026.01.032,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,4,2026,amr_hai,1
doi:10.1016/j.cmi.2026.01.032,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2026,amr_hai,1
doi:10.1016/j.cmi.2026.01.032,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,3,2026,amr_hai,1
doi:10.1016/j.cmi.2026.01.032,University of Melbourne,Melbourne,university,Australia,AUS,Oceania,2,2026,amr_hai,0
doi:10.1016/j.cmi.2026.01.032,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1016/j.cmi.2026.01.032,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1016/j.cmi.2026.01.032,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1016/j.lanhl.2026.100870,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1370/afm.250683,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,4,2026,sti,1
doi:10.1370/afm.250683,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1016/j.nedt.2026.107368,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.nedt.2026.107368,Woodlands Health,WH,hospital,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.nedt.2026.107368,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.nedt.2026.107368,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2026,rti,1
doi:10.1007/s40273-026-01609-0,University of Melbourne,Melbourne,university,Australia,AUS,Oceania,5,2026,amr_hai,0
doi:10.1007/s40273-026-01609-0,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1371/journal.pcbi.1014313,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1371/journal.pcbi.1014313,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,5,2026,sti,0
doi:10.1371/journal.pcbi.1014313,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2026,sti,0
doi:10.1038/s41467-026-71566-x,University of Melbourne,Melbourne,university,Australia,AUS,Oceania,7,2026,tb,0
doi:10.1038/s41467-026-71566-x,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1038/s41467-026-71566-x,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1038/s41467-026-71566-x,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2026,tb,0
doi:10.1038/s41467-026-71566-x,Oxford University Clinical Research Unit,OUCRU,research_institute,Viet Nam,VNM,Southeast Asia,1,2026,tb,0
doi:10.1038/s41467-026-71566-x,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,1,2026,tb,0
doi:10.1186/s12879-026-13946-8,World Health Organization,WHO,government,Lebanon,LBN,Middle East,2,2026,amr_hai,0
doi:10.1186/s12879-026-13946-8,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.64898/2026.07.03.736289,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,8,2026,vector_borne,1
doi:10.64898/2026.07.03.736289,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1016/j.pt.2026.06.011,University of Malaya,UM,university,Malaysia,MYS,Southeast Asia,1,2026,vector_borne,0
doi:10.1016/j.pt.2026.06.011,World Health Organization,WHO,government,Switzerland,CHE,Europe,1,2026,vector_borne,0
doi:10.1016/j.pt.2026.06.011,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1371/journal.ppat.1013609,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,6,2026,vector_borne,1
doi:10.1371/journal.ppat.1013609,Experimental Drug Development Centre,EDDC,research_institute,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1371/journal.ppat.1013609,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.3389/fimmu.2026.1921846,University of Malaya,UM,university,Malaysia,MYS,Southeast Asia,6,2026,rti,0
doi:10.2196/87328,University of Hong Kong,HKU,university,Hong Kong SAR,HKG,East Asia,2,2026,rti,0
doi:10.2196/87328,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.ebiom.2026.106447,Oxford University Clinical Research Unit,OUCRU,research_institute,Viet Nam,VNM,Southeast Asia,12,2026,other_id,0
doi:10.1016/j.ebiom.2026.106447,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,4,2026,other_id,0
doi:10.1016/j.ebiom.2026.106447,A*STAR Infectious Diseases Labs,ID Labs,research_institute,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1016/j.ejmech.2026.119130,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,3,2026,vector_borne,1
doi:10.1016/j.ejmech.2026.119130,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1002/biof.70105,Bioinformatics Institute,BII,research_institute,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1056/nejmoa2503304,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1056/nejmoa2503304,Environmental Health Institute,EHI,government,Singapore,SGP,Southeast Asia,17,2026,vector_borne,1
doi:10.1056/nejmoa2503304,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,4,2026,vector_borne,1
doi:10.1111/jcmm.71353,A*STAR Infectious Diseases Labs,ID Labs,research_institute,Singapore,SGP,Southeast Asia,6,2026,other_id,1
doi:10.1111/jcmm.71353,Temasek Life Sciences Laboratory,TLL,research_institute,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1007/s10985-026-09690-5,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2026,sti,1
doi:10.7759/cureus.114118,Changi General Hospital,CGH,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1371/journal.pone.0352661,World Health Organization,WHO,government,India,IND,South Asia,1,2026,tb,0
doi:10.1371/journal.pone.0352661,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1016/j.lanwpc.2026.101892,University of Hong Kong,HKU,university,China,CHN,East Asia,6,2026,sti,0
doi:10.1016/j.lanwpc.2026.101892,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2026,sti,0
doi:10.1016/j.lanwpc.2026.101892,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.2196/82143,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.2196/82143,Alexandra Hospital,AH,hospital,Singapore,SGP,Southeast Asia,4,2026,rti,1
doi:10.2196/82143,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,4,2026,rti,1
doi:10.2196/82143,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2026,rti,1
doi:10.1017/ice.2026.10530,Institute of Mental Health,IMH,hospital,Singapore,SGP,Southeast Asia,7,2026,amr_hai,1
doi:10.1017/ice.2026.10530,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1017/ice.2026.10530,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1017/ice.2026.10530,National Public Health Laboratory,NPHL,government,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1128/spectrum.01906-25,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
